97.29299462	98.74074981	99.24671644	99.03160994
97.40906325	98.80376713	99.26706589	99.01100425
97.26857948	98.69462187	99.21825164	99.02120812
97.38058597	98.78367309	99.26562019	99.02324574
97.42554969	98.81544609	99.26514766	99.00335284
97.35072929	98.76649779	99.26918998	99.04263115
97.43515421	98.83234455	99.28945181	99.01158555
97.52682678	98.88414825	99.31301089	99.02538623
97.57864134	98.8810126	99.30357199	99.01349421
97.62192043	98.90465822	99.30312638	99.00044142
95.14556155	97.312941	98.51221558	98.93525815
95.07625497	97.22363482	98.42278028	98.89792171
95.16855707	97.28351672	98.44452719	98.91065561
95.00546687	97.20154701	98.44621531	98.90913476
95.06286581	97.23623441	98.45804114	98.91552614
94.95921856	97.17843907	98.41993701	98.8898632
95.02281952	97.20678264	98.43057014	98.89855605
95.1131562	97.28251846	98.49228896	98.91860197
95.01900456	97.2035241	98.42690988	98.88346874
95.09359137	97.26945258	98.45533107	98.86490149
95.10200503	97.10395064	98.23982477	98.67616702
95.08926124	97.09358768	98.17853876	98.6148023
95.04691808	97.06647043	98.17432653	98.62211388
94.93481654	97.00329915	98.14228416	98.58309755
95.02485662	97.04397509	98.15386818	98.5938079
95.12981769	97.13105954	98.2450329	98.65556715
95.10649352	97.09787091	98.19521832	98.60901165
95.11065889	97.11974942	98.24062949	98.65290655
95.30245213	97.28119418	98.35840819	98.7253315
95.42829703	97.34224773	98.363839	98.71277502
96.56784832	98.30621712	99.1909145	99.38387685
96.56842753	98.31609494	99.19412294	99.38584112
96.4802965	98.23204017	99.1182703	99.32249186
96.55752778	98.29924462	99.1742314	99.36683583
96.56757531	98.33777301	99.23482202	99.3971257
96.62262849	98.34065566	99.18037935	99.33773839
96.75778945	98.45296518	99.29075441	99.45518277
96.94247994	98.59706198	99.38022613	99.48113454
96.87310471	98.53152523	99.3323921	99.45212579
96.92279851	98.5681516	99.35703924	99.47317906
95.19884008	97.26408144	98.40864351	98.86256741
95.02986177	97.10822887	98.27773355	98.75512576
95.24532824	97.24013931	98.34521421	98.80909708
95.15220374	97.17663113	98.29393529	98.77950791
95.21003586	97.23477738	98.35224366	98.83724571
95.10780128	97.16034068	98.28974287	98.79176521
95.21102972	97.229066	98.33786423	98.81914023
95.37778839	97.29577369	98.33293329	98.8082194
95.52620183	97.42988779	98.47290071	98.91325538
95.49339643	97.40980032	98.44800658	98.8819391
95.98504563	97.82801614	98.81733903	99.07364061
96.09757887	97.87828497	98.81175395	99.03634021
96.09863278	97.87036426	98.80901136	99.03387339
96.12616393	97.86290469	98.77719254	98.99984784
95.9793513	97.80014934	98.77825182	99.03949694
96.09636924	97.85302645	98.76938912	98.99985188
96.07993718	97.82807583	98.80825421	99.08709668
95.86489751	97.77951934	98.82506623	99.1111175
