83.35335455	80.83401516	78.69087285	76.55557753	74.40539199	72.4415086	70.99572512	70.20841205	69.93977422	70.28221982	70.2672246	70.10379892	69.53438166	69.53017698	69.62149469	70.245884	70.93577033	71.66079571	71.95624245	72.09670002	72.38004887	73.04897471	74.06042301
83.26946227	80.76558725	78.52987482	76.50313446	74.5940929	72.59929931	71.2334255	70.50394528	70.23450653	70.23956453	70.17769148	70.11035634	69.47241193	69.25062393	69.41934854	70.03369995	70.61391173	71.44251627	71.91214647	72.1905798	72.53724969	73.13126569	74.14971644
83.59893544	80.84858882	78.37491945	76.25278461	74.36514757	72.91625916	71.94851988	71.23049772	70.52243975	70.03769256	69.64297064	69.72702663	69.86758319	70.11908866	70.26135445	70.39222186	70.61896029	70.90021826	71.56926033	72.2737692	72.87389876	73.37485738	74.13025245
83.40966938	80.87250095	78.65398844	76.48224046	74.35111555	72.44489241	71.03860912	70.2075106	70.06681353	70.20618433	70.22524257	69.98136532	69.74693263	69.63263989	69.72797385	70.10234308	70.85855216	71.24996595	71.62352193	71.88574608	72.26461026	72.88702265	74.00632267
83.31651579	80.60150874	78.21170865	76.06614103	74.2592521	72.65920258	71.5906904	70.89763856	70.30574342	69.96694882	69.83113865	69.81761558	69.74267266	69.86228083	69.98415068	69.98644379	70.37455502	70.94220294	71.66935489	72.39462622	73.0624365	73.71006467	74.46207728
83.34714857	80.91748124	78.85954452	76.91524339	74.63932258	72.37701595	70.9478314	70.12638235	70.09880367	70.64923249	70.6880607	70.03373638	69.25302881	68.72778753	68.83754203	69.62906999	70.82307779	71.55807902	71.8905404	71.97361651	72.21403338	72.89432297	74.2120449
83.3498448	80.85071493	78.82074166	76.85893977	74.63406652	72.58891544	71.22099312	70.46075936	70.31473847	70.79557098	70.67797856	70.1977208	69.35281089	69.04967586	69.17377677	69.89833534	70.87266997	71.65071109	71.96285915	72.07792693	72.45867698	73.20213022	74.42790928
83.33948333	80.66679218	78.31767825	76.16326102	74.32003836	72.69093561	71.64557084	70.79377141	70.36108967	70.08969662	69.89097161	69.76635981	69.75035952	69.95564203	70.15036637	70.32375108	70.85661005	71.42558857	71.9809947	72.56210993	73.08940359	73.67561424	74.53499796
83.39135216	80.80097468	78.61417066	76.52542908	74.40362077	72.55049435	71.18723692	70.32889761	69.96213422	70.02489634	69.80406502	69.58599446	69.33994706	69.29899836	69.50072093	69.9764224	70.83209939	71.46583561	71.96028634	72.38363442	72.89049694	73.4536477	74.33964685
83.35904141	80.79053426	78.47890729	76.40446538	74.35275052	72.50814083	71.22869566	70.41443923	70.00185715	69.98817764	69.86809559	69.73500799	69.55586959	69.5663083	69.63139568	70.05612484	70.6031669	71.12058582	71.60748452	72.17148058	72.6674017	73.30925674	74.35768045
