79.84690546	75.6168993	71.54098228	68.00113885	65.67108224	65.08212101	64.62591324	64.84613009	65.8411711	66.91416663	68.21432137	69.93919445	71.1973937	71.66556469	72.25426583	73.120973	74.31208271	75.98356833
80.06772154	75.80282608	71.78753093	68.40401244	65.91930697	65.05648464	64.53613987	64.76050925	65.50033412	66.75399969	68.20422585	70.15325582	71.40654489	71.97998859	72.61831335	73.41602662	74.39278405	75.98768888
79.93356433	75.7670892	71.71655309	68.2537225	65.97389458	64.92287419	64.50746531	64.69017815	65.53999412	66.64395811	68.00782524	69.62777563	70.95939819	71.46702699	72.0567708	72.94629732	74.04504176	75.64610103
79.87314561	75.39232972	71.583787	68.14148859	65.61829201	64.62146761	64.16594146	63.96359007	64.81012838	66.23867969	67.77021483	69.84768629	71.37204633	71.95342817	72.34146766	73.01472425	74.04827397	75.576808
80.14396931	75.66989474	71.55604333	67.97221335	65.55408492	64.65731875	64.10257426	64.1892507	65.07883779	66.31596724	67.87942211	70.04916414	71.63879788	72.28348762	72.70630406	73.36324285	74.33700548	75.81680794
79.40893505	75.03156286	71.00235422	67.39156065	64.80872119	63.86101284	63.11784322	63.23908367	64.3101673	65.62192959	67.17475486	69.43772078	70.91229111	71.34124647	71.90623477	72.63921003	73.70996036	75.22963422
79.78077914	75.08006737	70.92498664	67.21492771	64.47441099	63.44930906	63.33344135	63.39656186	64.37282699	65.81700804	67.37661041	69.3208902	70.88375013	71.49665798	72.10839538	72.91636387	73.88722057	75.41801765
79.57592454	75.39578696	71.51397262	68.20971167	65.69160635	64.87741186	64.23784591	64.28937855	65.07375985	66.32198281	67.54796661	69.41770208	70.72121245	71.2046765	71.81413433	72.79471314	74.01583376	75.61787312
79.52906928	75.38410196	71.4498516	67.66524196	64.71807279	63.6553265	62.65442429	62.87931863	64.03041749	65.7925184	67.57887872	69.83448537	71.02777527	71.51459119	72.03034842	72.77201945	73.92127569	75.51408681
79.65850103	75.01011446	70.91777962	67.23522858	64.43945498	63.2635735	63.12332212	62.99969136	63.9801891	65.62021469	67.33068315	69.25620941	70.90298706	71.48476197	71.98513326	72.87424365	73.80724286	75.42525875
