0.3	0.210514167
0.3	0.200245379
0.3	0.187721988
0.3	0.201454109
0.3	0.209795032
0.3	0.189060979
0.3	0.190038049
0.3	0.183677879
0.3	0.208283755
0.3	0.206713619
0.3	0.257033816
0.3	0.26914092
0.3	0.283742771
0.3	0.291419907
0.3	0.27468261
0.3	0.256114729
0.3	0.256210523
0.3	0.261883525
0.3	0.248624276
0.3	0.276657123
0.6	0.554636598
0.6	0.555150885
0.6	0.543043245
0.6	0.540515125
0.6	0.568915476
0.6	0.577202945
0.6	0.547454445
0.6	0.563777591
0.6	0.566131217
0.6	0.573660276
0.6	0.745047064
0.6	0.743562333
0.6	0.736867978
0.6	0.758511699
0.6	0.744212919
0.6	0.741768058
0.6	0.743945317
0.6	0.747705358
0.6	0.726463295
0.6	0.735404952
0.9	1.074858357
0.9	1.066980403
0.9	1.077493646
0.9	1.074672673
0.9	1.086232078
0.9	1.077666218
0.9	1.072774499
0.9	1.072021416
0.9	1.06132076
0.9	1.060195276
0.9	0.867576434
0.9	0.874726419
0.9	0.864077209
0.9	0.865656509
0.9	0.878477613
0.9	0.890287002
0.9	0.866039093
0.9	0.871071702
0.9	0.888748659
0.9	0.867566161
1.2	1.280931656
1.2	1.269067918
1.2	1.240319641
1.2	1.257976034
1.2	1.268574086
1.2	1.259621061
1.2	1.253267343
1.2	1.26760678
1.2	1.245517492
1.2	1.247435722
1.2	1.110411865
1.2	1.106579337
1.2	1.130940645
1.2	1.088848642
1.2	1.108323406
1.2	1.114390944
1.2	1.115631347
1.2	1.100908638
1.2	1.10717987
1.2	1.1092209
1.5	1.417884873
1.5	1.38964501
1.5	1.404796614
1.5	1.433986297
1.5	1.414039586
1.5	1.402472307
1.5	1.406649535
1.5	1.408003144
1.5	1.39181363
1.5	1.394933115
1.5	1.451076509
1.5	1.453471653
1.5	1.477411028
1.5	1.462112831
1.5	1.47523113
1.5	1.4910449
1.5	1.481088371
1.5	1.494691651
1.5	1.490414386
1.5	1.477933641
1.8	1.784097685
1.8	1.801509879
1.8	1.805633173
1.8	1.795610099
1.8	1.795543483
1.8	1.798551854
1.8	1.801957092
1.8	1.788294299
1.8	1.790663929
1.8	1.778094334
1.8	1.883078452
1.8	1.870533956
1.8	1.870678003
1.8	1.870337604
1.8	1.887265203
1.8	1.871409765
1.8	1.875965551
1.8	1.878346091
1.8	1.884808011
1.8	1.875389742
2.1	2.041145984
2.1	2.06340857
2.1	2.060655407
2.1	2.040935336
2.1	2.068798762
2.1	2.050453607
2.1	2.023526816
2.1	2.041190934
2.1	2.062482452
2.1	2.068260571
2.1	2.03532974
2.1	2.023225702
2.1	2.040721761
2.1	2.046907526
2.1	2.021084208
2.1	2.070855109
2.1	2.036034038
2.1	2.021657723
2.1	2.033161147
2.1	2.045828791
2.4	2.382736258
2.4	2.438644516
2.4	2.422362217
2.4	2.442271099
2.4	2.38273889
2.4	2.399874863
2.4	2.418360955
2.4	2.413615666
2.4	2.403268748
2.4	2.399207527
2.4	2.48106802
2.4	2.459483046
2.4	2.461748344
2.4	2.479461018
2.4	2.490035727
2.4	2.480273839
2.4	2.471027604
2.4	2.46156067
2.4	2.487148158
2.4	2.474082017
2.7	2.617096745
2.7	2.615247975
2.7	2.629494627
2.7	2.620911422
2.7	2.603049835
2.7	2.634028832
2.7	2.61593258
2.7	2.625308586
2.7	2.637773044
2.7	2.614963108
2.7	2.683257064
2.7	2.657589668
2.7	2.660581012
2.7	2.681719087
2.7	2.70052281
2.7	2.672671048
2.7	2.661438794
2.7	2.665991043
2.7	2.668455619
2.7	2.676920941
3	3.011791799
3	3.037036767
3	3.027063287
3	3.042640487
3	3.035187266
3	3.03323543
3	3.038979268
3	3.025124095
3	3.030484474
3	3.049831381
3	2.979362496
3	2.964994073
3	2.959644101
3	2.960300877
3	2.952498235
3	2.969564383
3	2.961396191
3	2.963102385
3	2.959892526
3	2.959914703
